case_id,complaint_time,fraud_type,reported_amount,complaint_state_code,complaint_state_ut,initial_transaction_id,source_type,source_system,primary_mule_account_id,prediction_time
CASE_003108,2025-04-25 01:39:53,UPI Fraud,50386,LD,Lakshadweep,TXN_0003108,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015278,2025-04-25 02:09:53
CASE_003109,2025-04-25 01:51:32,UPI Fraud,54643,WB,West Bengal,TXN_0003109,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003359,2025-04-25 02:21:32
CASE_003110,2025-04-25 04:03:09,Investment Scam,24122,AP,Andhra Pradesh,TXN_0003110,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015671,2025-04-25 04:33:09
CASE_003111,2025-04-25 04:45:59,UPI Fraud,72067,AP,Andhra Pradesh,TXN_0003111,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006013,2025-04-25 05:15:59
CASE_003112,2025-04-25 05:18:34,Remote Access Scam,19984,OD,Odisha,TXN_0003112,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018723,2025-04-25 05:48:34
CASE_003113,2025-04-25 05:56:50,UPI Fraud,60688,LA,Ladakh,TXN_0003113,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013131,2025-04-25 06:26:50
CASE_003114,2025-04-25 06:12:00,Loan App Fraud,24226,WB,West Bengal,TXN_0003114,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019829,2025-04-25 06:42:00
CASE_003115,2025-04-25 06:33:25,Investment Scam,12005,GA,Goa,TXN_0003115,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016696,2025-04-25 07:03:25
CASE_003116,2025-04-25 07:32:30,Remote Access Scam,40235,LD,Lakshadweep,TXN_0003116,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011176,2025-04-25 08:02:30
CASE_003117,2025-04-25 11:08:53,Loan App Fraud,21626,CH,Chandigarh,TXN_0003117,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010732,2025-04-25 11:38:53
CASE_003118,2025-04-25 11:26:25,Marketplace Fraud,9128,HP,Himachal Pradesh,TXN_0003118,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004912,2025-04-25 11:56:25
CASE_003119,2025-04-25 11:49:27,Account Takeover,205955,TR,Tripura,TXN_0003119,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000294,2025-04-25 12:19:27
CASE_003120,2025-04-25 13:28:40,Phishing,24014,AP,Andhra Pradesh,TXN_0003120,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017082,2025-04-25 13:58:40
CASE_003121,2025-04-25 14:11:18,Investment Scam,55210,WB,West Bengal,TXN_0003121,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001050,2025-04-25 14:41:18
CASE_003122,2025-04-25 15:53:34,Account Takeover,27907,LD,Lakshadweep,TXN_0003122,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015640,2025-04-25 16:23:34
CASE_003123,2025-04-25 16:26:41,Phishing,63189,WB,West Bengal,TXN_0003123,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015047,2025-04-25 16:56:41
CASE_003124,2025-04-25 16:34:15,Loan App Fraud,64313,SK,Sikkim,TXN_0003124,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015580,2025-04-25 17:04:15
CASE_003125,2025-04-25 16:56:46,Loan App Fraud,29308,GA,Goa,TXN_0003125,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015378,2025-04-25 17:26:46
CASE_003126,2025-04-25 17:43:42,Phishing,42690,MP,Madhya Pradesh,TXN_0003126,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001090,2025-04-25 18:13:42
CASE_003127,2025-04-25 18:13:47,Loan App Fraud,52799,PY,Puducherry,TXN_0003127,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010142,2025-04-25 18:43:47
CASE_003128,2025-04-25 20:23:04,Remote Access Scam,15157,TS,Telangana,TXN_0003128,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006121,2025-04-25 20:53:04
CASE_003129,2025-04-25 23:05:04,OTP Fraud,100637,TR,Tripura,TXN_0003129,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008327,2025-04-25 23:35:04
CASE_003130,2025-04-26 03:09:11,Loan App Fraud,24184,ML,Meghalaya,TXN_0003130,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000509,2025-04-26 03:39:11
CASE_003131,2025-04-26 03:20:21,Marketplace Fraud,14228,MH,Maharashtra,TXN_0003131,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014744,2025-04-26 03:50:21
CASE_003132,2025-04-26 04:11:29,Marketplace Fraud,28181,LD,Lakshadweep,TXN_0003132,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006852,2025-04-26 04:41:29
CASE_003133,2025-04-26 04:48:19,Remote Access Scam,42557,MZ,Mizoram,TXN_0003133,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006613,2025-04-26 05:18:19
CASE_003134,2025-04-26 05:12:56,OTP Fraud,3462,GA,Goa,TXN_0003134,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012518,2025-04-26 05:42:56
CASE_003135,2025-04-26 05:13:25,Marketplace Fraud,5191,AP,Andhra Pradesh,TXN_0003135,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007689,2025-04-26 05:43:25
CASE_003136,2025-04-26 05:31:56,Investment Scam,55261,SK,Sikkim,TXN_0003136,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007333,2025-04-26 06:01:56
CASE_003137,2025-04-26 07:03:37,OTP Fraud,89001,JK,Jammu and Kashmir,TXN_0003137,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012273,2025-04-26 07:33:37
CASE_003138,2025-04-26 07:29:47,Social Engineering,33998,PY,Puducherry,TXN_0003138,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018332,2025-04-26 07:59:47
CASE_003139,2025-04-26 08:02:25,Remote Access Scam,9823,MP,Madhya Pradesh,TXN_0003139,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011354,2025-04-26 08:32:25
CASE_003140,2025-04-26 08:04:30,Account Takeover,51334,UK,Uttarakhand,TXN_0003140,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006910,2025-04-26 08:34:30
CASE_003141,2025-04-26 08:58:23,Marketplace Fraud,7829,TN,Tamil Nadu,TXN_0003141,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005153,2025-04-26 09:28:23
CASE_003142,2025-04-26 09:28:06,UPI Fraud,62196,KA,Karnataka,TXN_0003142,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006857,2025-04-26 09:58:06
CASE_003143,2025-04-26 10:37:20,Remote Access Scam,15662,TS,Telangana,TXN_0003143,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015208,2025-04-26 11:07:20
CASE_003144,2025-04-26 11:27:02,Card Fraud,21610,LD,Lakshadweep,TXN_0003144,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016847,2025-04-26 11:57:02
CASE_003145,2025-04-26 11:33:44,Marketplace Fraud,42846,NL,Nagaland,TXN_0003145,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008115,2025-04-26 12:03:44
CASE_003146,2025-04-26 12:42:54,Social Engineering,104093,SK,Sikkim,TXN_0003146,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006142,2025-04-26 13:12:54
CASE_003147,2025-04-26 13:46:51,OTP Fraud,44653,NL,Nagaland,TXN_0003147,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007887,2025-04-26 14:16:51
CASE_003148,2025-04-26 14:05:47,UPI Fraud,119756,LD,Lakshadweep,TXN_0003148,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009572,2025-04-26 14:35:47
CASE_003149,2025-04-26 16:10:51,Phishing,10687,AP,Andhra Pradesh,TXN_0003149,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010163,2025-04-26 16:40:51
CASE_003150,2025-04-26 17:34:31,Remote Access Scam,27019,MN,Manipur,TXN_0003150,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003281,2025-04-26 18:04:31
CASE_003151,2025-04-26 20:48:49,Remote Access Scam,17326,KL,Kerala,TXN_0003151,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009809,2025-04-26 21:18:49
CASE_003152,2025-04-26 21:03:37,Phishing,34803,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003152,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008479,2025-04-26 21:33:37
CASE_003153,2025-04-26 21:12:56,Investment Scam,34861,MP,Madhya Pradesh,TXN_0003153,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010816,2025-04-26 21:42:56
CASE_003154,2025-04-26 21:27:06,Marketplace Fraud,87530,AP,Andhra Pradesh,TXN_0003154,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010424,2025-04-26 21:57:06
CASE_003155,2025-04-26 22:13:34,Investment Scam,41888,AS,Assam,TXN_0003155,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007692,2025-04-26 22:43:34
CASE_003156,2025-04-26 22:16:01,Phishing,52268,KL,Kerala,TXN_0003156,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019420,2025-04-26 22:46:01
CASE_003157,2025-04-26 22:46:41,Loan App Fraud,92789,TN,Tamil Nadu,TXN_0003157,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013263,2025-04-26 23:16:41
CASE_003158,2025-04-26 23:16:08,UPI Fraud,34817,CH,Chandigarh,TXN_0003158,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003826,2025-04-26 23:46:08
CASE_003159,2025-04-27 00:51:07,Investment Scam,45168,MN,Manipur,TXN_0003159,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007078,2025-04-27 01:21:07
CASE_003160,2025-04-27 01:28:46,Investment Scam,54872,PB,Punjab,TXN_0003160,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006510,2025-04-27 01:58:46
CASE_003161,2025-04-27 03:44:06,Account Takeover,18656,AN,Andaman and Nicobar Islands,TXN_0003161,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017599,2025-04-27 04:14:06
CASE_003162,2025-04-27 09:22:15,OTP Fraud,45266,ML,Meghalaya,TXN_0003162,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000637,2025-04-27 09:52:15
CASE_003163,2025-04-27 09:33:03,Phishing,26827,SK,Sikkim,TXN_0003163,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012232,2025-04-27 10:03:03
CASE_003164,2025-04-27 10:03:33,Account Takeover,24313,OD,Odisha,TXN_0003164,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011166,2025-04-27 10:33:33
CASE_003165,2025-04-27 10:11:16,Account Takeover,70160,PY,Puducherry,TXN_0003165,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015031,2025-04-27 10:41:16
CASE_003166,2025-04-27 12:54:35,Social Engineering,35998,BR,Bihar,TXN_0003166,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016899,2025-04-27 13:24:35
CASE_003167,2025-04-27 13:18:28,Card Fraud,69951,AP,Andhra Pradesh,TXN_0003167,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007510,2025-04-27 13:48:28
CASE_003168,2025-04-27 13:27:04,Remote Access Scam,35569,JK,Jammu and Kashmir,TXN_0003168,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007004,2025-04-27 13:57:04
CASE_003169,2025-04-27 15:50:06,Account Takeover,23215,HP,Himachal Pradesh,TXN_0003169,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018107,2025-04-27 16:20:06
CASE_003170,2025-04-27 15:55:02,Investment Scam,17023,MP,Madhya Pradesh,TXN_0003170,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011490,2025-04-27 16:25:02
CASE_003171,2025-04-27 17:15:53,Social Engineering,24308,MN,Manipur,TXN_0003171,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019180,2025-04-27 17:45:53
CASE_003172,2025-04-27 17:58:27,Phishing,62882,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003172,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002478,2025-04-27 18:28:27
CASE_003173,2025-04-27 18:11:14,Card Fraud,10342,TN,Tamil Nadu,TXN_0003173,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018738,2025-04-27 18:41:14
CASE_003174,2025-04-27 18:35:19,Marketplace Fraud,22572,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003174,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006116,2025-04-27 19:05:19
CASE_003175,2025-04-27 21:08:15,Investment Scam,25812,JH,Jharkhand,TXN_0003175,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016992,2025-04-27 21:38:15
CASE_003176,2025-04-27 21:11:45,Marketplace Fraud,73414,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003176,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007332,2025-04-27 21:41:45
CASE_003177,2025-04-27 21:28:16,OTP Fraud,32952,TN,Tamil Nadu,TXN_0003177,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006983,2025-04-27 21:58:16
CASE_003178,2025-04-27 21:58:53,Loan App Fraud,9798,PB,Punjab,TXN_0003178,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006827,2025-04-27 22:28:53
CASE_003179,2025-04-27 22:20:10,Marketplace Fraud,17703,HR,Haryana,TXN_0003179,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010831,2025-04-27 22:50:10
CASE_003180,2025-04-27 22:51:05,Social Engineering,9954,CH,Chandigarh,TXN_0003180,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005424,2025-04-27 23:21:05
CASE_003181,2025-04-27 23:45:36,Account Takeover,55873,AS,Assam,TXN_0003181,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000541,2025-04-28 00:15:36
CASE_003182,2025-04-28 00:35:58,Account Takeover,9317,CH,Chandigarh,TXN_0003182,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005541,2025-04-28 01:05:58
CASE_003183,2025-04-28 02:58:23,Loan App Fraud,22095,SK,Sikkim,TXN_0003183,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005782,2025-04-28 03:28:23
CASE_003184,2025-04-28 03:57:47,UPI Fraud,27923,KA,Karnataka,TXN_0003184,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014556,2025-04-28 04:27:47
CASE_003185,2025-04-28 05:28:03,OTP Fraud,18593,HR,Haryana,TXN_0003185,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016418,2025-04-28 05:58:03
CASE_003186,2025-04-28 06:46:48,Marketplace Fraud,26317,UP,Uttar Pradesh,TXN_0003186,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007196,2025-04-28 07:16:48
CASE_003187,2025-04-28 07:07:26,Phishing,9316,JH,Jharkhand,TXN_0003187,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007814,2025-04-28 07:37:26
CASE_003188,2025-04-28 07:42:36,UPI Fraud,36565,CH,Chandigarh,TXN_0003188,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009281,2025-04-28 08:12:36
CASE_003189,2025-04-28 08:19:27,Investment Scam,104175,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003189,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003105,2025-04-28 08:49:27
CASE_003190,2025-04-28 08:30:22,Loan App Fraud,131986,GJ,Gujarat,TXN_0003190,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019495,2025-04-28 09:00:22
CASE_003191,2025-04-28 09:16:35,Loan App Fraud,91061,AS,Assam,TXN_0003191,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016120,2025-04-28 09:46:35
CASE_003192,2025-04-28 09:27:17,Card Fraud,42192,DL,Delhi,TXN_0003192,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005672,2025-04-28 09:57:17
CASE_003193,2025-04-28 09:37:57,Account Takeover,29120,AR,Arunachal Pradesh,TXN_0003193,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009444,2025-04-28 10:07:57
CASE_003194,2025-04-28 10:32:53,Loan App Fraud,17464,MN,Manipur,TXN_0003194,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001164,2025-04-28 11:02:53
CASE_003195,2025-04-28 10:40:38,UPI Fraud,33764,KL,Kerala,TXN_0003195,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019537,2025-04-28 11:10:38
CASE_003196,2025-04-28 11:08:39,Phishing,37894,RJ,Rajasthan,TXN_0003196,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009396,2025-04-28 11:38:39
CASE_003197,2025-04-28 11:40:18,Phishing,7359,HR,Haryana,TXN_0003197,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006753,2025-04-28 12:10:18
CASE_003198,2025-04-28 11:42:56,Investment Scam,15541,LA,Ladakh,TXN_0003198,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000965,2025-04-28 12:12:56
CASE_003199,2025-04-28 13:33:09,Investment Scam,28417,PB,Punjab,TXN_0003199,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010032,2025-04-28 14:03:09
CASE_003200,2025-04-28 13:41:57,Phishing,8658,HP,Himachal Pradesh,TXN_0003200,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008169,2025-04-28 14:11:57
CASE_003201,2025-04-28 15:03:40,Account Takeover,70158,BR,Bihar,TXN_0003201,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014374,2025-04-28 15:33:40
CASE_003202,2025-04-28 15:41:19,OTP Fraud,34142,TN,Tamil Nadu,TXN_0003202,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007164,2025-04-28 16:11:19
CASE_003203,2025-04-28 16:00:59,Phishing,50659,WB,West Bengal,TXN_0003203,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012529,2025-04-28 16:30:59
CASE_003204,2025-04-28 16:18:54,Social Engineering,62562,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003204,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008959,2025-04-28 16:48:54
CASE_003205,2025-04-28 16:19:10,Phishing,11720,PB,Punjab,TXN_0003205,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017181,2025-04-28 16:49:10
CASE_003206,2025-04-28 17:03:23,Marketplace Fraud,124075,TR,Tripura,TXN_0003206,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011904,2025-04-28 17:33:23
CASE_003207,2025-04-28 17:39:00,Account Takeover,23391,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003207,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016959,2025-04-28 18:09:00
CASE_003208,2025-04-28 20:40:31,Marketplace Fraud,7687,MN,Manipur,TXN_0003208,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011340,2025-04-28 21:10:31
CASE_003209,2025-04-28 23:22:35,Card Fraud,26360,HR,Haryana,TXN_0003209,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010521,2025-04-28 23:52:35
CASE_003210,2025-04-28 23:42:52,OTP Fraud,115481,JK,Jammu and Kashmir,TXN_0003210,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001226,2025-04-29 00:12:52
CASE_003211,2025-04-29 00:36:32,Card Fraud,32567,JH,Jharkhand,TXN_0003211,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013212,2025-04-29 01:06:32
CASE_003212,2025-04-29 01:01:55,OTP Fraud,71415,GJ,Gujarat,TXN_0003212,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017305,2025-04-29 01:31:55
CASE_003213,2025-04-29 01:12:31,Remote Access Scam,30064,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0003213,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003105,2025-04-29 01:42:31
CASE_003214,2025-04-29 01:23:35,Card Fraud,123265,UK,Uttarakhand,TXN_0003214,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000806,2025-04-29 01:53:35
CASE_003215,2025-04-29 02:34:42,Account Takeover,23928,RJ,Rajasthan,TXN_0003215,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011610,2025-04-29 03:04:42
CASE_003216,2025-04-29 02:54:54,Account Takeover,43367,MZ,Mizoram,TXN_0003216,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010089,2025-04-29 03:24:54
CASE_003217,2025-04-29 03:18:23,OTP Fraud,57682,GA,Goa,TXN_0003217,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008038,2025-04-29 03:48:23
CASE_003218,2025-04-29 05:23:47,OTP Fraud,26687,MZ,Mizoram,TXN_0003218,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013245,2025-04-29 05:53:47
CASE_003219,2025-04-29 06:05:11,Marketplace Fraud,82487,MN,Manipur,TXN_0003219,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011511,2025-04-29 06:35:11
CASE_003220,2025-04-29 06:40:00,Remote Access Scam,17603,UK,Uttarakhand,TXN_0003220,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001193,2025-04-29 07:10:00
CASE_003221,2025-04-29 07:18:24,OTP Fraud,15064,WB,West Bengal,TXN_0003221,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008405,2025-04-29 07:48:24
CASE_003222,2025-04-29 08:22:53,Loan App Fraud,351446,JH,Jharkhand,TXN_0003222,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018491,2025-04-29 08:52:53
CASE_003223,2025-04-29 08:23:06,Remote Access Scam,33105,GJ,Gujarat,TXN_0003223,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002763,2025-04-29 08:53:06
CASE_003224,2025-04-29 09:14:40,Phishing,34091,SK,Sikkim,TXN_0003224,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001897,2025-04-29 09:44:40
CASE_003225,2025-04-29 09:17:36,Investment Scam,28503,TN,Tamil Nadu,TXN_0003225,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009875,2025-04-29 09:47:36
CASE_003226,2025-04-29 09:36:49,Remote Access Scam,59120,AP,Andhra Pradesh,TXN_0003226,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012347,2025-04-29 10:06:49
CASE_003227,2025-04-29 09:55:56,Card Fraud,38264,MH,Maharashtra,TXN_0003227,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009537,2025-04-29 10:25:56
