case_id,cashout_occurred,source_type,cashout_atm_id,cashout_time,cashout_amount,outcome_status
CASE_002133,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002134,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01884,2025-03-20 18:25:28,11640,Cash-out observed after prediction point
CASE_002135,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002136,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002137,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002138,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03123,2025-03-20 20:16:10,72967,Cash-out observed after prediction point
CASE_002139,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13013,2025-03-20 19:58:20,8110,Cash-out observed after prediction point
CASE_002140,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002141,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04536,2025-03-20 22:06:08,17079,Cash-out observed after prediction point
CASE_002142,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15551,2025-03-20 22:39:20,40698,Cash-out observed after prediction point
CASE_002143,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07477,2025-03-20 20:09:31,63469,Cash-out observed after prediction point
CASE_002144,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002145,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00733,2025-03-21 03:18:38,8592,Cash-out observed after prediction point
CASE_002146,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08312,2025-03-20 21:59:50,12914,Cash-out observed after prediction point
CASE_002147,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08843,2025-03-21 00:51:15,3771,Cash-out observed after prediction point
CASE_002148,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19826,2025-03-21 04:42:56,28531,Cash-out observed after prediction point
CASE_002149,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19921,2025-03-21 02:02:27,11046,Cash-out observed after prediction point
CASE_002150,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07841,2025-03-21 01:58:23,2753,Cash-out observed after prediction point
CASE_002151,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12273,2025-03-21 05:55:55,14102,Cash-out observed after prediction point
CASE_002152,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002153,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12390,2025-03-21 04:35:11,4139,Cash-out observed after prediction point
CASE_002154,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10669,2025-03-21 04:26:01,7709,Cash-out observed after prediction point
CASE_002155,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18275,2025-03-21 09:59:14,25569,Cash-out observed after prediction point
CASE_002156,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002157,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002158,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13741,2025-03-21 07:39:49,16382,Cash-out observed after prediction point
CASE_002159,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002160,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002161,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19929,2025-03-21 15:25:27,14523,Cash-out observed after prediction point
CASE_002162,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002163,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002164,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12703,2025-03-21 23:40:02,18003,Cash-out observed after prediction point
CASE_002165,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16812,2025-03-21 22:36:56,23587,Cash-out observed after prediction point
CASE_002166,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10014,2025-03-21 20:33:25,84004,Cash-out observed after prediction point
CASE_002167,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10349,2025-03-21 22:21:29,2432,Cash-out observed after prediction point
CASE_002168,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14246,2025-03-21 22:02:52,14657,Cash-out observed after prediction point
CASE_002169,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14699,2025-03-21 19:15:48,26371,Cash-out observed after prediction point
CASE_002170,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15632,2025-03-22 02:15:15,26889,Cash-out observed after prediction point
CASE_002171,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002172,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18476,2025-03-22 00:48:10,9852,Cash-out observed after prediction point
CASE_002173,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07752,2025-03-21 23:50:33,25215,Cash-out observed after prediction point
CASE_002174,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00371,2025-03-21 23:49:10,2359,Cash-out observed after prediction point
CASE_002175,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14956,2025-03-22 02:17:45,11619,Cash-out observed after prediction point
CASE_002176,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07688,2025-03-22 07:28:25,19444,Cash-out observed after prediction point
CASE_002177,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002178,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04253,2025-03-22 05:00:10,21733,Cash-out observed after prediction point
CASE_002179,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10444,2025-03-22 04:32:21,5094,Cash-out observed after prediction point
CASE_002180,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002181,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13576,2025-03-22 11:48:27,8487,Cash-out observed after prediction point
CASE_002182,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00761,2025-03-22 08:24:57,48622,Cash-out observed after prediction point
CASE_002183,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10000,2025-03-22 07:42:54,1112,Cash-out observed after prediction point
CASE_002184,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08245,2025-03-22 07:44:40,10802,Cash-out observed after prediction point
CASE_002185,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10055,2025-03-22 06:07:40,7072,Cash-out observed after prediction point
CASE_002186,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15887,2025-03-22 11:22:48,11759,Cash-out observed after prediction point
CASE_002187,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002188,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01539,2025-03-22 14:47:55,3154,Cash-out observed after prediction point
CASE_002189,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01171,2025-03-22 13:33:26,41428,Cash-out observed after prediction point
CASE_002190,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06043,2025-03-22 11:55:00,3179,Cash-out observed after prediction point
CASE_002191,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14008,2025-03-22 15:07:36,25892,Cash-out observed after prediction point
CASE_002192,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12226,2025-03-22 13:10:55,5907,Cash-out observed after prediction point
CASE_002193,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002194,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16058,2025-03-22 12:28:11,71555,Cash-out observed after prediction point
CASE_002195,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002196,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15256,2025-03-22 19:47:41,10423,Cash-out observed after prediction point
CASE_002197,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002198,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11243,2025-03-22 16:45:27,5958,Cash-out observed after prediction point
CASE_002199,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13210,2025-03-22 20:03:39,4389,Cash-out observed after prediction point
CASE_002200,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09519,2025-03-22 22:30:26,19855,Cash-out observed after prediction point
CASE_002201,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00788,2025-03-22 21:57:50,5749,Cash-out observed after prediction point
CASE_002202,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002203,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08534,2025-03-23 02:41:29,30686,Cash-out observed after prediction point
CASE_002204,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19407,2025-03-22 21:53:20,4688,Cash-out observed after prediction point
CASE_002205,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002206,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002207,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002208,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03176,2025-03-23 05:26:47,18739,Cash-out observed after prediction point
CASE_002209,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14683,2025-03-23 04:11:32,24111,Cash-out observed after prediction point
CASE_002210,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00460,2025-03-23 06:57:30,4501,Cash-out observed after prediction point
CASE_002211,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19031,2025-03-23 08:18:11,7446,Cash-out observed after prediction point
CASE_002212,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002213,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15155,2025-03-23 11:24:54,1733,Cash-out observed after prediction point
CASE_002214,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002215,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13720,2025-03-23 11:03:49,1000,Cash-out observed after prediction point
CASE_002216,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14950,2025-03-23 14:04:06,17904,Cash-out observed after prediction point
CASE_002217,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01539,2025-03-23 16:29:40,3352,Cash-out observed after prediction point
CASE_002218,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04828,2025-03-23 12:11:37,12965,Cash-out observed after prediction point
CASE_002219,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16436,2025-03-23 18:10:43,28676,Cash-out observed after prediction point
CASE_002220,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04100,2025-03-23 18:47:49,23185,Cash-out observed after prediction point
CASE_002221,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03786,2025-03-23 20:47:14,9521,Cash-out observed after prediction point
CASE_002222,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002223,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04138,2025-03-23 20:07:39,16919,Cash-out observed after prediction point
CASE_002224,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002225,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16651,2025-03-23 22:07:19,30120,Cash-out observed after prediction point
CASE_002226,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002227,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08033,2025-03-23 22:16:57,7400,Cash-out observed after prediction point
CASE_002228,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15992,2025-03-23 22:56:51,3042,Cash-out observed after prediction point
CASE_002229,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13929,2025-03-24 06:08:18,32677,Cash-out observed after prediction point
CASE_002230,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00423,2025-03-24 07:23:42,6348,Cash-out observed after prediction point
CASE_002231,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002232,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08030,2025-03-24 05:41:50,12430,Cash-out observed after prediction point
CASE_002233,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002234,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002235,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002236,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19453,2025-03-24 13:51:30,6782,Cash-out observed after prediction point
CASE_002237,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19667,2025-03-24 19:50:53,9734,Cash-out observed after prediction point
CASE_002238,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002239,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12779,2025-03-24 15:55:15,3509,Cash-out observed after prediction point
CASE_002240,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04934,2025-03-25 00:21:48,4700,Cash-out observed after prediction point
CASE_002241,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002242,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002243,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002244,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10956,2025-03-25 01:29:06,13022,Cash-out observed after prediction point
CASE_002245,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19655,2025-03-25 00:20:17,13896,Cash-out observed after prediction point
CASE_002246,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03857,2025-03-24 21:54:06,2237,Cash-out observed after prediction point
CASE_002247,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18330,2025-03-25 01:52:13,4022,Cash-out observed after prediction point
CASE_002248,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19007,2025-03-25 03:12:53,25177,Cash-out observed after prediction point
CASE_002249,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16797,2025-03-24 23:41:46,2116,Cash-out observed after prediction point
CASE_002250,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13639,2025-03-25 02:21:24,24190,Cash-out observed after prediction point
CASE_002251,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03663,2025-03-25 02:02:26,10950,Cash-out observed after prediction point
CASE_002252,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15263,2025-03-25 05:08:29,4937,Cash-out observed after prediction point
CASE_002253,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002254,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10775,2025-03-25 03:24:27,12106,Cash-out observed after prediction point
CASE_002255,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17117,2025-03-25 06:08:04,16105,Cash-out observed after prediction point
CASE_002256,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05203,2025-03-25 08:16:58,7844,Cash-out observed after prediction point
CASE_002257,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002258,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05830,2025-03-25 11:55:43,32995,Cash-out observed after prediction point
CASE_002259,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06973,2025-03-25 15:56:54,4861,Cash-out observed after prediction point
CASE_002260,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002261,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06065,2025-03-25 15:06:14,22126,Cash-out observed after prediction point
CASE_002262,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002263,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11384,2025-03-25 15:24:42,6636,Cash-out observed after prediction point
CASE_002264,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07135,2025-03-25 13:59:10,7528,Cash-out observed after prediction point
CASE_002265,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09455,2025-03-25 14:13:53,19202,Cash-out observed after prediction point
CASE_002266,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00889,2025-03-25 12:45:39,24126,Cash-out observed after prediction point
CASE_002267,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002268,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002269,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02507,2025-03-25 17:28:49,1000,Cash-out observed after prediction point
CASE_002270,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11549,2025-03-25 19:22:22,2719,Cash-out observed after prediction point
CASE_002271,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12772,2025-03-25 18:50:35,7488,Cash-out observed after prediction point
CASE_002272,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01366,2025-03-25 16:29:06,5688,Cash-out observed after prediction point
CASE_002273,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06597,2025-03-25 23:57:03,52645,Cash-out observed after prediction point
CASE_002274,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07094,2025-03-25 18:27:45,1676,Cash-out observed after prediction point
CASE_002275,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03561,2025-03-26 02:10:40,14664,Cash-out observed after prediction point
CASE_002276,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01909,2025-03-26 00:22:02,59622,Cash-out observed after prediction point
CASE_002277,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08882,2025-03-25 21:34:31,44395,Cash-out observed after prediction point
CASE_002278,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16911,2025-03-26 01:33:39,15798,Cash-out observed after prediction point
CASE_002279,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002280,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12232,2025-03-26 06:02:11,11657,Cash-out observed after prediction point
CASE_002281,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002282,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05280,2025-03-26 12:12:15,22428,Cash-out observed after prediction point
CASE_002283,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13651,2025-03-26 11:53:29,11134,Cash-out observed after prediction point
CASE_002284,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16295,2025-03-26 08:08:41,3751,Cash-out observed after prediction point
CASE_002285,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002286,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002287,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17777,2025-03-26 12:02:25,9094,Cash-out observed after prediction point
CASE_002288,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002289,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002290,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17114,2025-03-26 13:33:14,3850,Cash-out observed after prediction point
CASE_002291,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002292,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002293,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002294,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10776,2025-03-26 14:35:26,76539,Cash-out observed after prediction point
CASE_002295,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14241,2025-03-26 17:18:51,13795,Cash-out observed after prediction point
CASE_002296,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03649,2025-03-26 18:41:43,12331,Cash-out observed after prediction point
CASE_002297,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10778,2025-03-26 19:27:32,4994,Cash-out observed after prediction point
CASE_002298,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002299,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04535,2025-03-26 15:13:00,18310,Cash-out observed after prediction point
CASE_002300,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002301,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13376,2025-03-26 19:55:40,15225,Cash-out observed after prediction point
CASE_002302,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00960,2025-03-27 00:21:05,26595,Cash-out observed after prediction point
CASE_002303,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19840,2025-03-26 21:50:59,24290,Cash-out observed after prediction point
CASE_002304,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01667,2025-03-27 03:37:21,26440,Cash-out observed after prediction point
CASE_002305,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05191,2025-03-27 02:27:47,36736,Cash-out observed after prediction point
CASE_002306,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14984,2025-03-27 00:19:14,34782,Cash-out observed after prediction point
CASE_002307,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15228,2025-03-27 01:45:41,13233,Cash-out observed after prediction point
CASE_002308,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02596,2025-03-27 02:51:36,3601,Cash-out observed after prediction point
CASE_002309,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02498,2025-03-27 08:49:07,5118,Cash-out observed after prediction point
CASE_002310,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14443,2025-03-27 08:30:56,9541,Cash-out observed after prediction point
CASE_002311,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03199,2025-03-27 10:01:04,5672,Cash-out observed after prediction point
CASE_002312,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07154,2025-03-27 12:34:15,14631,Cash-out observed after prediction point
CASE_002313,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002314,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002315,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19505,2025-03-27 11:20:52,8071,Cash-out observed after prediction point
CASE_002316,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02425,2025-03-27 14:28:59,8701,Cash-out observed after prediction point
CASE_002317,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002318,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07052,2025-03-27 13:29:07,6911,Cash-out observed after prediction point
CASE_002319,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08516,2025-03-27 15:12:03,31901,Cash-out observed after prediction point
CASE_002320,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00942,2025-03-27 13:10:13,7549,Cash-out observed after prediction point
CASE_002321,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002322,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002323,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01363,2025-03-27 17:41:01,4301,Cash-out observed after prediction point
CASE_002324,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02775,2025-03-27 22:10:32,3241,Cash-out observed after prediction point
CASE_002325,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01826,2025-03-27 23:43:44,8869,Cash-out observed after prediction point
CASE_002326,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13697,2025-03-28 00:45:22,6731,Cash-out observed after prediction point
CASE_002327,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_002328,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09545,2025-03-27 22:08:49,2445,Cash-out observed after prediction point
CASE_002329,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16069,2025-03-27 21:56:12,20646,Cash-out observed after prediction point
CASE_002330,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11904,2025-03-28 03:27:44,25061,Cash-out observed after prediction point
